artifact,kind,source,campaign_id,commit,baseline_tag,protocol_version,image_manifest,image_config,sha256
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/derived/l1_negatives.csv,generated,scripts/analysis/derive_chain_l1.py <- results/chain-local-l1-20260925,full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,2750d0a51f1af13dc5fc20140fcdf6167a2832bb2adb7374624cddaffb0ac1b8
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/derived/l1_ops.csv,generated,scripts/analysis/derive_chain_l1.py <- results/chain-local-l1-20260925,full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,1e63145703ffacef34ecd9d4dc7f944ce8674fd848c98de9b10a22ca561d7f5a
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/derived/l1_proofs.csv,generated,scripts/analysis/derive_chain_l1.py <- results/chain-local-l1-20260925,full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,8302d961875d386ff6abb546d0a21d070ee817c5cf9c965e8ac3db552aafb89c
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/derived/validation.json,generated,scripts/analysis/derive_chain_l1.py <- results/chain-local-l1-20260925,full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,1a18912997720fffc70925686ee9b7fad68ea6ee0a712fff73aa724e02a922f3
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/derived/values.tex,generated,scripts/analysis/derive_chain_l1.py <- results/chain-local-l1-20260925,full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,05b796e1c8da6b60e64e86d8e6c70951f8b62ebb815cf37ff6679cef7924ce13
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/plonk-verifiers.provenance.json,generated,chainbench/scripts/export_plonk_verifiers.js,full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,e076fb94ab55c7d13b5baee6ba8589d5fe7483a5f6b7b302cd3127dfd1955dd8
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/PROOFSET.csv,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,9f82f3830bad61d8824f2a40f6705701d5ec4fba41ef95d0d340bb65c77ae9c4
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/PROOFSET.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,5ba2b55016b344f4b2eb3185db5c94c3aca7b7188dcfd7baf20b970f215aac0b
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/PROOFSET.sha256,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,55f42c19f477df44f88323abd0f2caf3c17535093df64345305f6261621d1990
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p0.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,df2ac26cb757c395fcd1dd55efb8b6c9b63d547a177391e4721657d54165344e
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p0.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p1.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,eb1cec6e1b5508e34dc71a213e85ed3f4ccd2bef6636854f3937a8b13812f1bc
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p1.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p2.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,6729c44d3dd622b734b7df70a870e8a7ee8cb7b506c36b7d5c72bc911afee368
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p2.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p3.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,008869eedd403179fc6acb4c1bd391f5df02dd8aeffb4b243ef21166ac6e346c
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p3.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p4.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,e7a2713d71a8b4c4a6f0f321e23df566f6be24c1ca5b43a64d66f33c88185699
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p4.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p5.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,6017fa117048704c208768c16ab855c98de9ad52499cfa67103c54d8a401d121
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p5.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p6.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,de84e4017510e41b94b19dd0b993709a15a74547ec9e948ba782b59dfdb76541
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p6.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p7.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,834bf7843e37f798c0fd2d00321001ee1919b006f46b818b5ab3492079f27930
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d10/p7.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,17fe2afc218f62d38b427b4f9d23995e18d037fc22e02210b8752d14888034e6
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p0.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,bf7107c49318de61bcb923e7eddc49a09e0681d8be13643bc107f97d5b90c75d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p0.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p1.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,45b9c42319f01685be6acab04bad952f0e7577346ab8234b8ceebcee667174fa
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p1.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p2.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,c9b7862f782c18b99794a19f1c932fb10238b74fbd208477249af4987f0c86a2
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p2.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p3.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,0de0156b072c06b788a56dfd0e61267a3b28c8ab6abb0b3c849caa4d598db1fa
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p3.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p4.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,2a075b415be336bea9b90505db0326acf8f48175ffd50ad6c6f23eb0ee63d5fe
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p4.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p5.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d283d198c941c0720999a909119d485532baacbd94947004cf9a48a36377d0ed
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p5.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p6.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,32868104a59ab1f3105b38921293ed0cbfde65e001a9170f9eb281d4f0d9ca61
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p6.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p7.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,dda12fd0cb373ca6b8b015e95dedd540f538c3d8a28b51d215c2c8cdac71288d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d11/p7.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,d460b2e82bbce8657d6d50641cd5a0f4ebf148627e500da760f73642b455048d
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p0.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,9e9e8f4c177de98a127a59595e2e0f28c45fffc46839d130c73f59346ace2512
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p0.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p1.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,ffc1974ef786ad54797d75696167179f9026c1891d6ff96cc5348d0ebe357ae9
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p1.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p2.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,8ebc41701e83e7e62e1695eaec79e25f284fab99fdb15165bc0098617bdb67e2
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p2.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p3.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,ffd0b7c9ddffb8f9db12b54445907047c1190746b91259c9382760488f47f76b
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p3.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p4.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,14175427592cce13137d6bad87e7efba29172acfc92f4034d37b50f90b43b893
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p4.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p5.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,c99f971f019b18f0fcc1159fd13df7df033af37a5a9010e50266617bca3538c5
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p5.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p6.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,02bcb895f520d5e40b20bd5925324cd7c13193ec79370577fa06cfbfef2bf4e7
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p6.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p7.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,f88f7e5d0cc9586272acedc885ce1d8c34b8fe8bbec431cf6da05cbb7f5dc88c
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d15/p7.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,180bce96ef7dc6116186e0c4ef7288b0796215bc4765a5db99ae94967c604139
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p0.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,6470af472b8d2978560b7db24a3386245611afa6cc5a2dd00c193e462ebc7326
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p0.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,f5538363769f4c909cbc124cc35db980fcd98991f60292f281b0d0bb04a49e74
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p1.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,01a558311364d0d603ca0516552f9b16709e0ec6eddd7395d3cf038620cd2b19
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p1.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,f5538363769f4c909cbc124cc35db980fcd98991f60292f281b0d0bb04a49e74
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p2.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,3fc013893aa8831bafeadfa0346939e28a7513432e2c1b9ba4c6e7ec9d1bc5e9
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p2.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,f5538363769f4c909cbc124cc35db980fcd98991f60292f281b0d0bb04a49e74
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p3.proof.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,b456a5a54524c342800b9cd2d133a8aa16e21e4d28c46213d969e35be9e05530
csi/campaigns/chain/CSI-CHAIN-LOCAL-01/inputs/proofset/groth16/d5/p3.public.json,frozen input,chainbench/scripts/gen_proofset.js (proof set PS-01),full-71a5854-20260925T115726Z,71a58545a6bc6873499928154827d7075bdb3440,chain-l1-baseline-20260925,v1,-,-,f5538363769f4c909cbc124cc35db980fcd98991f60292f281b0d0bb04a49e74
